review_text,stars
"Allison is a great host, she’s responsive and helpful. She was flexible when I had to store my luggage and came in a little later than originally planned. The room is spacious and has big windows. Overall I enjoyed my stay and the location can’t be beat!",5
"7 years on Airbnb Rating, 5 stars , · December 2025 Jalina’s apartment was very nice and the Christmas decorations made it even more beautiful .😍 Clean and comfortable place and felt like spending more time there. She is proactive and helpful in her response with questions we had.",5
"The place was very nice, clean, super comfortable beds, free coffee and some food and ingredients to cook, I enjoyed my stay there, the only 2 situations that I had is that the walls are very thin so you can hear all of your neighbors noise, the public transportation is good from de place with Apple Pay very easy, the only problem is that you have to buy an actual ticket from the station, you can’t pay it directly in the bus and with traffic it can take you like an hour to get there, so take your time. Overall the experience was good and comfortable.",5
"It was a last-minute find but 100% a gem we were going to New York City and we needed a place close by and this definitely matched that description, just like photos and is very clean and neat and organized the toilet does have a bit of a hard time flushing. You have to hold it down, but that’s OK. The host responded very quickly even when I messaged at two in the morning this is definitely a great place. I definitely recommend. Just make sure to pay for a spot with your reservation because there is no street parking at all.",5
"We had a wonderful stay at Jalina’s place in New Jersey! The apartment was spotless, very organized, and had all the kitchen utensils and essentials we needed. The room and the apartment were both spacious and comfortable. Communication with Jalina was excellent, she was always quick to respond and very kind. The location is also super convenient, with three different bus options to get to NYC easily. Highly recommend!",5
"The place was comfortable, clean and well organized . It had everything we needed for a pleasant stay.",5
Had a great two nights here! My family and I needed somewhere to rest our heads for a quick weekend trip to New Jersey/ New York City. It was affordable and very clean. Great place to stay if you’re visiting the area with lots of plans like my family. Jalina was quick to respond which made traveling easy and stress free. Thanks again to Jalina!,5
"Great host, very accommodating. Great communication. You have to share bathroom with up to 4 other people aside from your own group which is only challenging if you have to only use the toilet and somewhere is showering. but this is all communicated ahead of time so no fault of owner at all! Few places in walking distance to grab something to eat including Dunkin and 711. Otherwise very good experience.",5
"this was my first time using airbnb so i had obviously heard all types of stories from amazing to awful but Lina was AMAZING!! above all else, she was super responsive and helpful. the place was clean and her expectations were very clear. it was a shared spaces with others but the way Lina operated, it never felt like we were in each other’s way or anything! i’ll def continue to use airbnb and hopefully will use lina in the future",5
"We really liked the place!! Friendly neighborhood, bus stops are close. Very clean apartment with instructions that helps you to find everything. Lina was very helpful even at midnight with the check in!",5
"Kinda worth it!!!! It’s cool that u can take the bus 154 to the nyc and there are also convenient store and dunkin that u can take if u need. Very convenient even thought it is kindly far from NYC, but still can reach to that easily.",5
"Our stay at Lina’s was really great ! The place is comfortable, welcoming and very clean with multiple equipments. We arrived by bus so we had to face a slope which was a bit steep, but overall everything was nice !",5
"Overall great place to stay, and much more affordable than Manhattan etc. Easy to get into the city, there’s a bus that takes around half an hour. Everything was very clean and the descriptions were accurate. Lina was a friendly and responsive host, communication went great. The only thing that can be difficult is sharing a bathroom with the other room, but since we knew that in advance, that is not something that would affect how satisfied we were with the place in general. Thanks for having us!",5
"Stayed for one night to go to the Yankees game and this was the perfect place, couldn’t have asked for anything better for what we needed it was spotless, clean, easy access to NYC, will absolutely be staying again next time.",5
"I recently stayed at this Airbnb and had an amazing experience! The host was incredibly responsive and friendly, making communication seamless from start to finish. They went above and beyond to ensure we had everything we needed, which made the trip even more enjoyable. The house itself was spotless, which we truly appreciated. It was clear that cleanliness was a priority, and it made us feel completely at ease. Everything we could possibly need was provided, from kitchen essentials to extra blankets, making it feel like a home away from home. Overall, this stay exceeded our expectations, and I would highly recommend this place to anyone looking for a clean, well-equipped home with a fantastic host!",5
"Impeccable apartment in terms of cleanliness and organization, bedroom with comfortable bedding and good size for us who went as 2 adults and 1 child, kitchen with all the necessary utensils and large bathroom. Close to the bus stops that go to Manhattan (154 is a 4-minute walk and 156/159 is a 9-minute walk). Very polite and agile host to answer questions and guide us. I recommend it!! Translated from Portuguese Show original",5
Could not be happier!! Such amazing value for what you are getting!!!,5
"Clean, easy to access, on site parking is great!",5
Spacious place. Nice floor layout.,5
"Felt very safe here traveling alone, the place was as described and felt comfortable! Thank you!",5
"Jalina was very responsive and helpful when I had questions, and overall a very kind host! I would definitely book again!",5
This place is great and clean. It’s very easy to find. I loved how everything looked and also loved the price!,5
Linas Airbnb was clean and had everything we needed. It’s super easy to take a bus and get to the city because there’s a bus stop nearby. Would stay here again,5
It was an amazing stay. The accommodation was so clean and organized. I’d love to stay here again.,5
Clean place. Travel to NY by Bus takes time. Use 3 route instead of 1 then better option. Overall is Good,4
Great host,5
"A nice space for a short period of time. Nice that there is a general area with cooking facilities. Sharing the bathroom is fine, it just takes time. If you take that into account, that's also easy to do. Quiet area, Manhattan 25 min travel distance. Return trip in the evening, please note the last departure times and routes. Room in perfect order. General area and bathroom kept clean. Translated from Dutch Show original",4
Beautiful place would book again if I ever visit New York,5
"This was a great place. I went solo but you can have multiple people stay in the room. Easy to get to the 154 to New York! If you need a place for NYC, come to Jersey",5
"One of the most beautiful accommodations I've ever had the opportunity to visit! Luxurious, beautifully furnished, with good access to NYC. Even the local neighborhood offered a range of options for great dining or shopping. I definitely recommend it! Translated from Czech Show original",5
"Host was very proactive and always checking in! We slept great! the place was clean. each room has its own pin pad to get in! The only downfall would be the people in other rooms and maybe sharing the bathroom, but that should be expected if you’re only getting one room. Over all, I had an amazing time, and I would definitely come again!",3
"A very cozy house, I would definitely stay again in this very nice place and it matches the photos Translated from Spanish Show original",5
"We had a great stay at this Airbnb in New Jersey during our trip to New York! The apartment was clean, comfortable and perfectly located with easy access to the city - both by car and public transport. The host was super helpful and quick to respond, which made the whole experience even better. Can definitely be recommended to others who want to experience New York, but would like to stay a little quieter and more relaxed. Translated from Danish Show original",5
"Great place, had everything we needed!",5
"I love this place, I'll start with the place, beautiful, super organized, and it has everything, everything as if you were at home, very cozy, I love the room since it has a closet, mirror, super comfortable beds, I could describe everything as perfect about this place. And speaking of my host, an excellent person, very kind, she responds super fast and solved every need, I totally recommend this place and I will return Translated from Spanish Show original",5
A very nice host she helped us in any doubts that we had.,5
"Clean, welcoming and very accessible place. Quiet neighborhood with a city center nearby with everything you need. I highly recommend it. Translated from French Show original",5
"The apartment was very clean, everything was impeccable and it had everything you needed. It was a cozy stay in a quiet area. Highly recommended. Translated from Spanish Show original",5
"Excellent place, cozy, everything is very clean and organized. The location is ideal, very easy to take the bus to the city. We would definitely stay here again!! Translated from Spanish Show original",5
Extremely clean place,5
Thanks for everything👍,5
"Lina was a super friendly host who answered our questions almost instantly, the place is close to a bus stop and everything was very clean, I recommend it as we had a good night and were very well taken care of Translated from Spanish Show original",5
it was great experience.,5
pretty and comfy place!,5
"Lina's service was excellent, very attentive and quick to respond. I really liked the place because it was quite tidy and clean. Translated from Spanish Show original",5
"It’s was comfortable, easy going. Everything was perfect. Hope to come back again as I’m always in New Jersey. Thank you for everything",5
"Our stay was excellent! The room and apartment were as we saw in the publication. Everything was very clean and organized. Despite having a shared bathroom with other guests, we never had any problems and had a pleasant time. The location of the apartment is good because you can take a bus route that passes two blocks away and leaves you at Port Authority and from there you can move around New York by subway. Lina was nice and always attentive to my questions and helped me a lot with the transportation issue. I recommend this accommodation 100%. The only recommendation is that at the end of our stay it was already very hot in the city and we had no way to turn off the heating or turn on the air conditioning. Everything else is excellent! Translated from Spanish Show original",5
"I really liked it, very comfortable, clean and conveniently located accommodation. A bus dropped us off in New York and it was very easy to get around. Would stay there again! Translated from Spanish Show original",5
It's a great place to stay! We'd come back. Translated from Spanish Show original,5
"Simply sensational! Easy access to NY, 15 minutes by bus, close to the MetLife Stadium. near 7-Eleven and Target. i highly recommend!!! Translated from Portuguese Show original",5
"A good place to stay in New Jersey, very clean, Lina was always attentive and gave me timely help when I needed her. Translated from Spanish Show original",5
"The quality of the accommodation was good for the price, and it was clean. I had a good trip. Translated from Korean Show original",5
Good saving options if you’re looking for affordable and clean place to stay in Jersey!,5
The house is very nice and very clean,5
"Great place, everything we hoped for. It was our first time traveling to the east coast. We wanted a bigger place than a hotel room and Jesus’s place was perfect. We’re not used to public transportation but it was great that this place was a block or 2 from the bus stop to NY. Booking this place also gave us an opportunity to explore NJ. Will definitely book again 💖",5
"Jesus was a wonderful host! We loved our stay here. It was clean, filled with all the necessities and there was constant communication which helped a lot during our stay. This place is a bus away from NYC and the location of this Airbnb is very safe and close to great food shops. Lastly I’d like to mention, during our stay there was a snowstorm and Jesus was so helpful in directing us how to prepare and was able to accommodate us, which we were very thankful for. Thank you again! Definitely recommend.",5
"Jesus and Karina were excellent hosts, when we got there she called me and gave clear instructions on how to get into the garage and met us there to provide the keys and remote as well. They were extremely responsive and very prompt, very nice and friendly. There home was beautiful very clean. I Loved the space and this was my first Airbnb in New Jersey and set the tone for when we get our own place. I recommend anyone looking for beautiful views of the city and close access to New York to stay here. It’s awesome and very cozy. Thank you Jesus and Karina!",5
"Great place to stay outside the crowded and small spaces in NYC, getting to the city was easy via the 128/166 bus. The apartment is spacious, well illuminated and it has everything you need, you'll feel at home for sure. Jesus and Karina are great hosts, very attentive to any question that you have, they reply pretty quick!",5
"We had a great stay! The host was always responsive and very helpful throughout our visit. There was an issue with a loud noise during our stay, but the host was extremely diligent in offering solutions and making sure we were comfortable. It wasn’t anything that ruined our experience, we still enjoyed our time very much. Overall, great communication and hospitality!",5
I loved this Airbnb! It was clean and had everything we needed. There is a full kitchen so I was able to make myself food when it was too late to dine out. He has a washer and dryer in unit in case you need to wash your clothes. He was so responsive and helpful. He also has the option to park in a garage which was super helpful in New Jersey as parking can be a problem.,5
"I enjoyed the stay at Jesus’ place, it was easy to find and walkable to what I needed. It was quiet at night and also I liked that it was a short UBER to MetLife stadium (about 20 minutes). Great selection of place if you want proximity to NYC and NJ equally without being in the hustle and bustle.",5
"We had a great stay at this apartment. Everything was clean, well-organized, and exactly as described. The location was very convenient—just a 2-minute walk to the bus stop that goes directly to the city. The host was extremely responsive and helpful with any questions we had. There was a misunderstanding with the building administration during our stay, and although we expected a more diligent assessment on their part, we were able to clarify everything with proper evidence. Throughout the process, the host remained communicative and very respectful, which we truly appreciated. Overall, a comfortable stay and a host we would recommend.",4
"Jesús is the kindest and most gracious host, we felt right at home! Every time we had a question, Jesús assisted us right away and made sure we were comfortable. The home is beautiful, cozy, and in a beautiful neighbourhood. We had the best visit and would be very happy to stay here again!",5
"Enjoyed my stay! Very clean, walkable surroundings, great communicator, detailed and easy to understand instructions for checking in. Made sure we had everything we needed. Great location with privacy.",5
"Visiting from Florida, and I really enjoyed my stay. The place was clean, had an amazing view, and I would love to come back",5
"Highly recommend this place isn’t far from Manhattan, nice place, great views, access was wonderful,",5
"Beautiful and clean apartment, nice furniture, beautiful NYC skyline, very nice restaurants around and easy access to NYC.",5
"South Korea Rating, 5 stars , · November 2025 Jesus’s place was perfect. It felt just like home — clean, cozy, and exactly like the photos (even better in person). Jesus was incredibly responsive and helpful throughout our stay. Whenever we had questions, he replied right away, which made everything so easy and stress-free. The washer and dryer were a huge plus, especially while traveling. The fridge had filtered water and an ice dispenser, so we never needed to buy bottled water during our Manhattan trips — such a thoughtful detail. The location was also amazing. It took only about 20–25 minutes to get to Manhattan, which saved us so much time. There were great restaurants and pizza places nearby, and the area felt safe and convenient. This was our first trip to New York, and staying here truly made it unforgettable. We felt happy, comfortable, and cared for every day. We would definitely love to stay here again next time we visit NYC. Highly recommended — truly an amazing stay. ⭐️⭐️⭐️⭐️⭐️",5
"Wonderful apto, we felt right as we were at home. Jesus was always responsive, extremely kind and helpful. The place was very clean and had everything we needed. The full kitchen allowed us to make our own breakfast, what makes a huge difference for me. The unit was exactly as we see at the picture, very nice, comfortable, clean Plus Jesus provided us a spot in the garage which was a very helpful, since parking in NJ can be a nightmare. I really recommend this Airbnb if you are looking for one place to stay close to NYC, that’s the place . Jesus was always kind and helpful in offering solutions and make sure that everything was right for us and we were comfortable during our stay. Overall, the best hospitality that I ever had in my life Thanks for everything Jesus My honeymoon couldn’t have been so perfect without your attention and help Shirlene",5
Really nice stay close to NYC. Jesus was a phenomenal host and a great communicator. Definitely recommend !,5
"Great location. Super close to the bus stop. Very clean, plenty of space and comfortable. I highly recommend and hope to be back!",5
Perfect little spot away from the city. The view of Manhattan across the river just a quick walk away is to die for :),5
Great place for a quick trip to NY without having to pay NY prices. Easy to get back and forth.,5
"nice, clean, comfy spot. Jesus was very helpful and quick with replies",5
This place is awesome and location is perfect for what we wanted to do. Beautiful place. Definitely coming again…,5
"It was an excellent stay. The hosts' service was very good, they were attentive to all our concerns. The place is very cozy, very clean and organized. The location is strategic, a 3-minute walk from the bus stop to Manhattan (about 25-30 minutes) from the city. We would gladly return to the same place! Translated from Spanish Show original",5
"Great spot, plenty of space, worthy amenities",5
Amazing stay,5
just amazing!!!,5
Great spot not far from the city!,5
"Great location!NJ transit station is a 2-minute walk away, the neighborhood is quiet but not lacking in popularity, it is safe and everyone is very friendly.Will continue to book this hotel. Translated from Chinese (Simplified) Show original",5
"I was pleasantly surprised by this place. It is very well located in a very quiet area 20 minutes from New York. The bus is really next to the accommodation. The accommodation is very nice, very large, well-equipped. Frankly, a very nice surprise. I would highly recommend it. Don't hesitate. I can't wait to go there again. A real 10/10!! Translated from French Show original",5
Very friendly. Pleasant stay,5
"Very nice place to stay - everything was clean, well equipped and the stay overall very good. Glad to come back! Translated from German Show original",5
The best Translated from Spanish Show original,5
"Great price, comfortable bed, great food near by. My only complaint which you get used to was the room was a little bit drafty and you could hear everything from outside and other guests if being loud. Overall, the hosts were great and the place was amazing. Would definitely stay here again in the future.",4
Absolutely enjoyed staying here. Very quick responses to any questions I had at any time. Very helpful with the parking and figuring it out. Overall I felt very safe here and comfortable. I will be staying here in the future. Also easy and cheap to get to time square by bus and the bus stop is right up the street a 1-2 minute walk.,5
"Straight forward instructions and quick detailed responses. Check in was effortless. Room was exactly as pictured. Bed was extra firm and comfortable, pillows and duvet felt luxurious. Linens clean and great quality. Bathroom was clean and sanitized perfectly. Small details that stood out: toiletries, beverages, luggage drop off, privacy. Overall, beautiful studio & safe neighborhood.",5
"I really enjoyed my stay, the description to find the place was detailed, I loved it! The place was clean, comfortable, the place is the same as the pictures, and always responding at all times. Highly recommended and I would take it again if I decide to go to NJ again.",5
"Clean and cozy place. Very responsive host, however keep in mind if you use a car, very hard to find parking at the evening. Also, make sure you read carefully the hosts instructions, there are two houses that look much alike. Overall very good!",5
"We had a lovely stay! The place was comfortable and exactly as described. Mel was truly amazing, her quick responses meant a great deal to us and made everything so easy. Highly recommend!",5
"10/10 - Absolutely loved this stay! Everything was amazing, between the view, the price, the room, everything was clean and every question I had was answered in just moments. I am planning another trip to NJ next year and will definitely be booking this space again if available.",5
"Review of BNB Stay – Average Experience My stay at this BNB was overall average. The biggest issue was the lack of proper soundproofing. Music played loudly throughout the night, making it very difficult to sleep. I raised the concern with the owners ( happening 2 nights) , and they asked me to message if the music continued after 23:00. I did so, but the music still did not stop. Their response was to “adjust for today” and that the issue would be addressed tomorrow. Unfortunately, the same problem persisted, and since it was my last day, I had no choice but to manage with limited sleep before vacating. Even though the owners assured me they would resolve the issue, nothing was actually done. Pros: • Room size is decent • Bed is comfortable • Bathroom is tidy • Shared kitchen is clean, with fridge and stove available for use Cons: • Not ideal for New York travel, as it’s far from main attractions • Commuting to New York is challenging • Very noisy street • No proper soundproofing",3
Great play to stay in if you want quiet & comfort. Easy transportation to Time Square taking NJ transit near the place. Would recommend to a friend!,5
Most consistent bnb team on this app. Always on point with everything and always making accommodations for us. Can never go wrong 5/5! -A.B ☮️,5
"Super clean, great price, and really easy to get to NYC.",5
Amazing host and the room was more than perfect.,5
Everything is good,5
very nice and comfy.,5
Very Good Translated from Spanish Show original,5
Hatis was extremely kind and helpful. My luggage arrived one day late and she went all the way to help me - from calling Delta to lending me her son's clothes without me asking. The place was clean and cozy! Location was great as there's a NJ transit bus stop right in front of the building. You could get into midtown Manhattan under 20 minutes from the apartment. Highly recommended! I'd stay there again when I'm in NY!,5
"Simply the best of stays! What views of Manhattan and you couldn’t be any closer to Manhattan by bus! The journey was never a problem! Cosy and comfortable, loved every moment of my stay at Hatis the best of hosts!",5
"I have good memories with This stay, This place very comfortable and Beautiful views from window and Bus station just downstairs to Manhatta just 20 min from west and Hatis very friendly",5
"Hatis place was absolutely Amazing, and she's the Best Host! So friendly and accommodating. Her apartment is super cozy, I felt right at home. Also, the view of the Manhattan skyline is FANTASTIC!!! The place is only a few minutes by bus to Manhattan's Port Authority Bus Terminal and you can connect with the Subway there too. Pro tip, download the NJ Transit app in advance, it'll be easier to purchase tickets for the bus 😉 I'd Absolutely stay again at Hatis place, 1000% recommend ❤️❤️❤️",5
"Hatis’s home is very friendly and peaceful. Clean, comfortable bed, great view of the New York skyline, a park and good cafe right across the street, bus stop at the front door and a 15 minute ride right to the Port Authority on 42nd Street. Haiti’s met me at the door, helped with luggage, and got me settled in very quickly. Highly recommend.",5
"My stay at Hatis’s place was excellent! I was able to work there without any issues, it’s a calm and pleasant environment. Hatis is very responsive and attentive. I definitely recommend this place. It’s also easy to reach from Manhattan: about 20–25 minutes from Port Authority, with a bus stop right in front of the building.",5
"I was very satisfied with my stay! The location of the house is perfect – with the bus right in front, I was in the city center within 15 minutes, even faster than most of my friends staying downtown. Hatice is a wonderful host: the apartment was spotless, the view was amazing, safe, and very comfortable. I loved the thoughtful touch of having tea and coffee waiting for me in the kitchen. Thank you, Hatice, for these 2 days,for the Turkish coffee and I wish you all the best!",5
I had THE most amazing time staying with Hatis! She truly is a special person and is so fun to be around. We had some long chats and she made me feel beyond comfortable. The apartment is super fuzzy and the view is simply breathtaking. Everything was perfect! There is a supermarket in walking distance and the bus to Times Square leaves right in front of the house - it only takes you about 20 minutes to get there! I highly recommend staying with Hatis! When I come back to visit New York I’ll 100% make sure to stay with her again!,5
This place was so awesome! Super easy to find & amazing views of the city from the windows. Harris was flexible & very friendly. I was able to take the bus easily into NYC for $4.10 right in front of her place. Highly recommend staying here if you are coming to nyc!,5
"Amazing host, very good coffee, and a lovely room with a great view of the skyline of NYC.",5
Hatis is very friendly and welcoming! Her place is very cozy and has a great view and area around!!,5
"I had a lovely week at Hatice's place — she was very kind and welcoming, and made me feel at home right away. The apartment is cozy and well-located, just a 20-minute bus ride from Times Square, with the stop right outside the building. The view from the room is also amazing! I highly recommend staying here. Thank you again, Hatice!",5
Hatice was an amazing host and I felt comfortable right away. It was nice to have a chat with her and she recommended at lot of things one can do in New York. From the room you have an amazing view of Manhattan and everything was nice and clean. It‘s super easy to get to Manhattan with bus or even ferry.,5
"Nice and homely, Hatice is very hospitable and helpful..comfortable bed and clean apartment. Would recommend.",5
"The apartment is beautiful and stylish! Very warm and welcoming🤗 It’s quiet, safe, convenient to Manhattan, and I had wonderful two nights here.🥰 Hatis was very responsible, friendly and she has made the place home to everyone. Will book it for sure next time to New York.",5
Stayed here for just a few days over Memorial day weekend and it was lovely! My view was incredible and apartment close enough for easy trips back and forth to the city! For the price and location don't think I could've gotten any lucker. Thanks Hattice!,5
"If you are looking for a cosy place with a beautiful view on Manhattan, Hatice's bedroom is the best place. Only at 20 min by bus from Manhattan, with a discrete and inspiring host. You can only love it ! I recommend Hative bedroom and will certainly come back ! Thanks again Hatice",5
"I had a very amazing magic stay at Hatices place. Hatice is a very warm and welcoming host and definitely made my stay there unforgettable. The room is romantic and decorated with details and I immediately felt at home. The view is so amazing I couldn’t get enough. Right in front of the buildings door there’s a bus station and in 15 min. you get to the Time Square. The buses come very frequently, so it was perfect. Thank you so much Hatice for hosting me. I would definitely come back again. ❤️",5
"Hatice and Can are awesome, super helpful and extremely accommodating. if your visiting the city and have any work on the west end, would definitely book this place if you get the chance.",5
"13 years on Airbnb Rating, 5 stars , · May 2025 If you are visiting NYC, don’t hesitate to book Hatice’s place! It’s so close to Manhattan and the bus stops right in front of the house. There is so much to love about this place - the view is exceptional, the room is spacious and the bed really comfortable. Hatice is a wonderful host. She is kind, sociable and by the end of my stay she felt like a friend I’ve known for years! Her hospitality is second to none and staying with her felt truly wonderful. The bus takes about 20 minutes to get to Port Authority via the Lincoln tunnel and runs frequently. It’s also easy to get to Hatice’s place from Newark airport. I look forward to staying again - highly recommend this place ☺️",5
Haiti’s is friendly and showed great hospitality.,5
"Hatis was a lovely, welcoming host. Her place was exactly as advertised with Manhattan in easy reach by bus or -- much nicer! -- ferry.",5
"7 years on Airbnb Rating, 5 stars , · April 2025 Hatice is very warm & welcoming, I felt right at home. She is helpful & I enjoyed our many conversations. A delightful stay.",5
"7 years on Airbnb Rating, 5 stars , · October 2025 It was a perfect accommodation. It was a comfortable space like home. I was happy to see the Manhattan view through the window of my room. Also, there was a bus stop to Manhattan right in front of the accommodation, so it was very convenient. Hatis is a warm and positive person. Thanks to you, I was able to enjoy my trip to New York better. I was also grateful for the coffee and tea you prepared every day. I'll definitely go to New York again during the Christmas season someday! See you again, Hatis! Translated from Korean Show original",5
"We loved our stay at this Airbnb. The location was ideal and easy to get around. The Airbnb itself was great, looked just like the pictures. The room and bathroom were clean. The bathroom is shared with other guests but it does not cause any disturbances. Will definitely recommend!",5
"This is a great spot for a short visit. It i close to the subway and short walking distance to the Midtown tourist core. There is only one bathroom to share among the four rooms, and it is possible to hear other guests through the walls. But it was inexpensive and in a good location, so these minor inconveniences made it worth it to me. If you happen to be looking for a spot to stay overnight while you're in town for a play--like Masquerade, for example--this is an excellent choice!",4
"Stayed for 3 nights and absolutely loved the location! Walkable to absolutely anything whether that’s food, subway stations, shopping stores, and tourist spots. You share a bathroom with other people so keep that in mind, but the locks in each room still made our space feel personal. More than enough room for resting and getting ready before going out to see the city.",5
"What a great find in NYC! I felt comfortable and safe, it was an easy location for where I needed to be (access to subway, walkable from Central Park and Chelsea). I would absolutely stay here again!",5
"Enjoyed my stay at Michelle’s place, great host. Room was a bit chilly, but a space heater was available.",5
Being some blocks away from Times Square is just fantastic. Also you get a good and cozy sleep.,5
"Michelle’s place was a perfect fit for us. Great location (not too close to the loud and crowded Times Square/Broadway area, yet close enough to walk). Nice decor and very clean modern feel. Very comfortable bed! Highly recommend her ABnB to any single or couple to book for a great Manhattan experience! Thanks!",5
"Michelle's place is an EXCELLENT value for your money! It is centric, close to a bus/train station, and a short walking distance to Times Square, Broadway, Central Park and other major attractions. I had an amazing stay! Everything was clean, cozy, and just as described. Michelle was very quick to reply and always very willing to help. If I'm ever back in NYC, I would definitely stay here again :)",5
"Michelle was a great host. Gave very clear directions, couldn't have been easier to get into her place. She was very responsive when I needed her and her place is in the perfect location with everything you could want around the area. There's a grocery store right across the street and restaurants/bars all over the place. Her place is a short drive under 10mins from the train station and walking distance to the theater district (10mins) or other things like 20-30mins. We walked everywhere and was very easy to get around. The room had a microwave, mini fridge and hot plate. Made it super convenient for us to cook up our own food. You are on a floor with 4 other rooms with everyone sharing 1 bathroom. There was no issues with that and everyone respected the bathroom rules laid out. Only thing was the people in 1 of the rooms were loud after quiet hours which was unfortunate but other than that we had a great stay. highly recommended",5
The space was in a wonderful location! Within walking distance to so much NYC fun and close to the trains to travel to other parts of the city! The room was clean and comfy! Such cute decor! Loved that there was a convenient store right downstairs as well! I’d stay again for sure!,5
"Great stay! I was a solo traveler who didn’t quite feel comfortable with the idea of a hostel or pod type hotel. This was the perfect place and very well kept! I never had an issue with the shared restroom, it was very clean, easily accessible, and well stocked. The location was also great for me! I explored great landmarks of the city via subway, walks, and Ubers —- very close to time square and lots of other really delicious places to eat (that were also open late) I felt safe and enjoyed having the accessibility to stop and take breaks at the Airbnb throughout the days exploring.",5
The private room is located in a fantastic location with easy access to subway and buses. The room was very clean and so was a shared bathroom as it was cleaned daily. We felt safe and comfortable. Highly recommended.,5
"Michelle was proactive about checking in and making sure I had a great stay! The location is very close to Times Square and various subway stations. The interior was also clean and instructions were very simple to enter. Perfect stay for exploring, and great price!",5
"A perfect place to stay for exploring Manhattan. Everything was clean and well-maintained, and the atmosphere was peaceful despite being in the center of the city. I loved how easy it was to get around from there. I would definitely stay here again.",5
Stay was overall amazing. Was a bit difficult to find as it’s somewhat hidden but area surrounding has lots of food choices. Super close to the main New York attractions…great stay.,5
"Nice, clean place with a great location. Two drawbacks, though: Several air conditioning units mounted immediately outside the window made significant noise. I had no trouble sleeping with it, though. The sheets had a fuzzy texture I was not used to. I'd have preferred sheets with less friction.",5
"The place was Good , location is the best for the first time visitors as me, clean and well organised! Michelle and the team are professionals and ready to solve problems very quickly ! I would advise the place for all first time visitors !",4
"I really enjoyed my stay here! Although the arraival was a little confusing it was okay, and being at top 3min from Timesquare really was a nice but welcomed bonus, the price is fair for NYC .",5
"Centrally located, clean and nice bed! Would stay here again.",5
perfect for my one night stay!,5
Good room and everything was clean.,5
Perfect location! walking distance to everything's and a super responsive and helpful host.,5
"The location was amazing, quick walk to Times Square, very clean and Michelle was a great hostess!",5
"Pretty good spot , affordable and enjoyable, only thing was the harsh smell in the hallways",4
I enjoyed my short stay at Michelle’s . It was a but intimidating but later I met a nice group of staff that were very helpful and kind.,5
Perfect location!,5
"Great place to stay, easy and clear instructions. Overall highly recommended!",5
"The location is great -- very close to a subway station and some great restaurants and attractions! However, there are serious issues with the rental unit. The address listed on Airbnb does not match the real address, which is only provided two days in advance via a third party website. This is also not an apartment, but one room among many in a basement that's been renovated for Airbnb. Finally, as a basement unit in NYC, expect cockroaches.",3
Very great experience and host,5
Thanks. It was a wonderful place. Will book again,5
"I got a great deal on the Jungle Room in Hells Kitchen and had a great stay. Very easy self-check in with clear instructions. Place was very clean including bathroom. Close to Times Square, Broadway and Central Park. Thanks!!",5
"Horrible service. I got lost, I tried reaching out and she was very mean lazy got upset when I couldn’t figure out the instructions when they were wrong. The only reason she gets one is because I can’t go horribly overpriced for how lazy she is does not deserve a good rating",1
"Very clean and felt safe with locks both to the apartment and to my room. The room was very clean, except some nasty long black hairs in the linen. But most of it was excellent and clean. The communication with the host was pretty bad though, she said to reach out with any questions and I tried to reach her like 5 times over a 1,5 day period and she never replied. Just automated messages completely ignoring my messages. Very frustrating. Kitchen is not really a kitchen just some shelves. But location is great, and still a good find for the price.",3
"Stayed 3 nights. Loved the location in Hell’s Kitchen area. Lots of restaurants. We walked easily to Central Park, Madison Avenue, Times Square, Rockefeller center. Easy to Uber or take subway for further away outings. Totally as described in other reviews…. very small bedroom space, bed is comfortable, quiet especially considering it’s a busy area, very clean, shared bathroom though we didn’t see other guests at all, felt safe, Michelle gave very clear instructions on how to enter the building prior to checkin. Enjoyed our stay and would recommend to others!",5
"I came to NYC for 4 days, had activities planned and a full schedule, so this room perfectly met my needs. A bed, a closet, a small table and chair. I basically slept and changed clothes. The bathroom is clean and plenty of hot water for a shower. Kitchen area has everything you need to stay a few days, and there’s a big refrigerator with plenty of space for everything. I slept like a baby, no street noise at all. I will definitely include Michelle’s accommodations again next time I visit NYC.",5
Super satisfied with my stay !! Room was super clean when I arrived & the area was perfect !! There are 3 doors to get to the room which made me feel super safe !! Definitely recommend !,5
"That was really good for two days. Just fyi you don’t have separate kitchen room, you just have a place to cook on the passage between rooms. Really pricey but it’s New York :)",4
"Pretty expensive, but you pay for the great location. Great for spending a few days in the city when you want to be central. The room was fine for one person, could be a bit tight for two people with big suitcases. All in all a nice stay and especially a great neighborhood.",5
"A spotless place with a shared bathroom with everything you need. The price seems a little expensive, but it makes up for it with its cleanliness. Translated from Turkish Show original",5
Location location location,5
"My stay was excellent, Michelle was very helpful to us. The accommodation is just like the photos, the bathroom is quite clean and has everything you need. She made it easy for me at check-out. Very grateful Translated from Spanish Show original",5
"Everything was excellent, in terms of price-quality, it is what is necessary and it has a super good location, the only thing is that the bathroom is shared and although it is presentable at times it smelled a little bad but it was because of the other guests, since they did not leave it so clean. Michelle's service was excellent. Translated from Spanish Show original",5
👍,5
